ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies
ENSG00000006747	SCIN	-1.02461362105156	1.7713533635664	4.56732034818436	0.214342439548997	14.0033815378201	0.000910341486541509	1.42653998066913	4.94536052087762	85.7177354298429	7.00169076891005	0.999625919394061	1	0.000162491537307888	3
ENSG00000008083	JARID2	-1.12148482168677	-0.512299475098208	0.0968858714903575	0.099301793531454	0.411190714112179	0.814162454730598	0.310814561590796	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000017260	ATP2C1	-0.270665552447649	0.604990249180131	1.48064605080791	0.175692244222831	0.499332992347072	0.779060559428409	0.446771373624639	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000018280	SLC11A1	-3.17299683681402	-0.791590754364071	1.58981532808588	0.51472288113837	12.3149109713792	0.00211763477416118	1.21502542966819	3.06806472494151	83.7595253051512	6.15745548568962	0.999625919394061	1	0.000162491537307888	3
ENSG00000019582	CD74	-3.29584126572262	0.796216844665704	4.88827495505403	0.702934495360259	4.29717652753363	0.116648718810677	2.08782311443779	7.08955712675666	53.4578114912141	2.14858826376681	0.999625919394061	1	0.000162491537307888	3
ENSG00000023171	GRAMD1B	-1.07191979543058	-0.553541616125967	-0.0351634368213487	0.0363567146651683	0.0709243820964878	0.965159225198736	0.264483522857317	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000028137	TNFRSF1B	-1.39584427574617	-0.509520793545026	0.376802688656116	0.259858969799053	5.04408426667657	0.0802954651607525	0.452214167807342	0.312472630967052	60.3495918334895	2.52204213333829	0.999625919394061	1	0.000162491537307888	3
ENSG00000028277	POU2F2	-2.10552245755958	-0.661174375469145	0.783173706621293	0.369608930993258	3.42434162625039	0.180473592631067	0.736925827965856	0.673852065630307	41.5946123871415	1.71217081312519	0.999625919394061	1	0.000162491537307888	3
ENSG00000033327	GAB2	-1.00238055717582	0.672291229449096	2.34696301607401	0.431386774881047	2.46374308064014	0.291746051918497	0.854440081468084	0.41936652544291	18.8227045378307	1.23187154032007	0.999625919394061	1	0.000162491537307888	3
ENSG00000033800	PIAS1	0.503500006094311	2.96554834438991	5.42759668268551	0.018236276542258	1.07939332079904	0.58292504980952	1.2561701937974	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000033867	SLC4A7	0.417402481884122	3.41382054771907	6.41023861355401	0.0255497414581724	3.33901895716863	0.188339427506768	1.52881281976113	2.92407297863844	40.1021669641573	1.66950947858431	0.999625919394061	1	0.000162491537307888	3
ENSG00000038382	TRIO	-1.02840392050626	0.717711991568025	2.46382790364231	0.420467356517674	1.56383319026113	0.457528273978362	0.890891835690565	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000042980	ADAM28	-4.42303418145826	0.537373935290624	5.49778205203951	0.831851148662437	7.27816005878548	0.0262765064631977	2.53086697300356	13.8428850768732	72.5205273881577	3.63908002939274	0.999625919394061	1	0.000162491537307888	3
ENSG00000048052	HDAC9	-3.82928042369354	-0.689694262350868	2.4498918989918	0.666789327784276	1.89724040852447	0.387275015385458	1.60185910869145	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000048471	SNX29	-2.24751262609472	-0.733405601497989	0.780701423098738	0.342432201221491	2.60890712792655	0.271320753983316	0.772517779173398	0.606439269827732	23.3395478669446	1.30445356396327	0.999625919394061	1	0.000162491537307888	3
ENSG00000048740	CELF2	-2.36217089574103	1.05455922402009	4.47128934378122	0.54522248522698	18.0058405760958	0.000123049937623422	1.74326168578191	6.73748340639469	88.8924930133217	9.00292028804792	0.999625919394061	1	0.000162491537307888	3
ENSG00000052841	TTC17	-0.508778539187489	0.527908709672916	1.56459595853332	0.318247466828665	0.697620906869373	0.70552684778744	0.528931784990776	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000053254	FOXN3	-3.82901662929818	-1.09929350092343	1.63042962745133	0.429935572443098	8.80238565886284	0.0122627038615784	1.39274147377526	3.96840336382655	77.2788869119105	4.40119282943142	0.999625919394061	1	0.000162491537307888	3
ENSG00000053918	KCNQ1	-4.56748627121813	2.5431697120121	9.65382569524233	0.483307298365518	2.69409945638964	0.100720381914082	3.62795237020587	19.0573110344791	62.8818454482709	2.69409945638964	0.999625919394061	1	0.000162491537307888	2
ENSG00000054282	SDCCAG8	-1.54096762226992	0.815638522400612	3.17224466707115	0.49754486744314	0.0372115708715707	0.847034928474029	1.20237216768223	0	0	1	0.999625919394061	1	0.000162491537307888	2
ENSG00000054611	TBC1D22A	-2.01333815410778	-0.591609906013097	0.830118342081586	0.414739996089059	1.46213657804481	0.48139444689565	0.72538488426782	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000055609	KMT2C	0.409444471321413	1.76929231019679	3.12914014907217	0.010769174441702	1.38321264570268	0.500771022719904	0.693812666764126	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000055917	PUM2	-0.437745711046425	0.669731085225353	1.77720788149713	0.23591435700836	0.110907694704037	0.946055685637899	0.565049564689665	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000058272	PPP1R12A	-1.3359477028904	1.76221756396719	4.86038283082478	0.264929451784395	9.39573377936873	0.00911469903830725	1.58072561092731	4.78565760145681	78.7137434184052	4.69786688968437	0.999625919394061	1	0.000162491537307888	3
ENSG00000059377	TBXAS1	-0.710070057340445	0.546428579853796	1.80292721704804	0.394018218367532	1.78984479100989	0.408639309657659	0.64108251330399	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000064763	FAR2	-0.317841158329306	1.25993481642943	2.83771079118816	0.117552081168614	6.96342041591515	0.0307547689805097	0.805002534334319	1.22695585907026	71.2784826917971	3.48171020795757	0.999625919394061	1	0.000162491537307888	3
ENSG00000065413	ANKRD44	-2.26900985745476	0.878733302064989	4.02647646158474	0.584276130205497	8.81031574477785	0.0122141779811675	1.6060209189295	5.63384074402169	77.2993379813265	4.40515787238892	0.999625919394061	1	0.000162491537307888	3
ENSG00000065882	TBC1D1	-1.87949032893595	-0.575191718121189	0.729106892693567	0.387402157238628	0.857465776252867	0.651333884961501	0.66547070308582	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000066084	DIP2B	0.968538847622477	3.09634591844524	5.22415298926801	0.00434309255195436	1.88246831250843	0.390146036940863	1.08563580127321	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000067798	NAV3	-1.08130611534296	1.40156070270133	3.88442752074562	0.268559584952905	0.813120201221864	0.66593707118851	1.26679206231789	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000067900	ROCK1	-0.337656573881496	0.707269277143146	1.75219512816779	0.184633536624998	1.9466769015733	0.377819598176092	0.533135230681219	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000068305	MEF2A	-0.403553762533877	0.915571854865678	2.23469747226523	0.173715517791783	4.51488532640862	0.104617685604735	0.673035641371296	0.766235573740886	55.7020864228482	2.25744266320431	0.999625919394061	1	0.000162491537307888	3
ENSG00000068724	TTC7A	-3.36789251262245	-0.84229075409785	1.68331100442675	0.513337335191773	7.93367587683993	0.0189332065467514	1.28859600403182	3.09113580076727	74.7910044341688	3.96683793841996	0.999625919394061	1	0.000162491537307888	3
ENSG00000070756	PABPC1	0.111825241479876	0.823007973191895	1.53419070490391	0.0233203336059531	1.37836650882852	0.501985896445949	0.362855000051908	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000070961	ATP2B1	-0.0230838730744646	0.521774292478113	1.06663245803069	0.0605281452156301	0.823397761604264	0.662523744637258	0.277993968180206	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000071051	NCK2	-0.432113651726741	0.616888083721398	1.66588981916954	0.24907498439576	3.80779439463819	0.148986855161776	0.535214801762956	0.414064586285423	47.4761556764664	1.90389719731909	0.999625919394061	1	0.000162491537307888	3
ENSG00000071054	MAP4K4	1.0293635410526	3.56077722428256	6.09219090751253	0.00583422738793778	2.91597448162021	0.232704181159466	1.29156132622713	1.58301420469598	31.4122941539346	1.45798724081011	0.999625919394061	1	0.000162491537307888	3
ENSG00000071073	MGAT4A	-5.3849534276319	1.9439261656103	9.2728057588525	0.603157929739088	22.8018599989713	1.11850778874275e-05	3.73929299265266	37.9431783478246	91.2287857214708	11.4009299994856	0.999625919394061	1	0.000162491537307888	3
ENSG00000071189	SNX13	-1.12813712219257	0.555275569035273	2.23868826026311	0.51795797695575	2.34118108226569	0.310183710928243	0.858899808622191	0.397591505056765	14.5730325966717	1.17059054113285	0.999625919394061	1	0.000162491537307888	3
ENSG00000072803	FBXW11	-0.271319405119161	0.575670431201924	1.42266026752301	0.182820289353387	3.94979602158042	0.138775465121248	0.432145612369428	0.247704908571416	49.3644737836425	1.97489801079021	0.999625919394061	1	0.000162491537307888	3
ENSG00000073331	ALPK1	-2.32702162500764	-0.749034707285179	0.828952210437282	0.352189595654649	3.14405433785789	0.207623866810701	0.805110160273057	0.769000153679127	36.3878678584595	1.57202716892895	0.999625919394061	1	0.000162491537307888	3
ENSG00000074706	IPCEF1	0.782328398856809	2.00062936291079	3.21893032696478	0.00128840900598512	0.0927528246295782	0.954682540284665	0.621593546444622	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000075151	EIF4G3	-0.724532713778534	1.01766022742597	2.75985316863047	0.252264686666782	0.887571693036627	0.641602807590973	0.888890283161679	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000075292	ZNF638	-2.97022521560749	-1.47790691758429	0.0144113804389081	0.0522538466222585	1.48631469091874	0.475609877699214	0.761400877666333	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000075391	RASAL2	-1.15115799392841	0.60335626010753	2.35787051414347	0.500306265157911	0.228188264498043	0.892173969587285	0.895176782775256	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000075420	FNDC3B	-1.55905168681849	1.34037869734991	4.23980908151831	0.364897509806153	9.8465003504908	0.00727544590335575	1.47932839941894	4.36526082375862	79.6882148092311	4.9232501752454	0.999625919394061	1	0.000162491537307888	3
ENSG00000076641	PAG1	-1.62252302309188	3.24856924084998	8.11966150479184	0.191173591507309	17.4470308134114	0.000162714177813063	2.48529682298472	16.0558356924274	88.5367314278908	8.72351540670569	0.999625919394061	1	0.000162491537307888	3
ENSG00000076685	NT5C2	-1.28647425634398	-0.65381319511401	-0.0211521338840356	0.0428168047681085	0.156803062468466	0.924593098990522	0.322792187111765	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000077549	CAPZB	-0.48651825214351	0.943337336256812	2.37319292465713	0.19598592143809	2.11412160077963	0.347475611077544	0.729531562660764	0.109392649631012	5.39806228447509	1.05706080038981	0.999625919394061	1	0.000162491537307888	3
ENSG00000078124	ACER3	-1.26676775010454	0.988767524976701	3.24430280005794	0.390231936967469	12.2793678019922	0.00215560489517668	1.1508044499147	2.48048539641165	83.7125165378992	6.13968390099608	0.999625919394061	1	0.000162491537307888	3
ENSG00000078328	RBFOX1	-2.19688451531555	-0.858358996947759	0.480166521420032	0.208800672318032	0.284100348836284	0.594026210782344	0.682933731908295	0	0	1	0.999625919394061	1	0.000162491537307888	2
ENSG00000079215	SLC1A3	0.350357970566773	0.97483848090605	1.59931899124533	0.00221647305568659	0.472088219360351	0.789745837728179	0.318618359962275	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000079277	MKNK1	-0.605030155971464	0.978839513367467	2.5627091827064	0.225792818504042	4.92980983874934	0.0850169254498568	0.808111619311525	1.0785930147108	59.4304838235426	2.46490491937467	0.999625919394061	1	0.000162491537307888	3
ENSG00000079805	DNM2	-1.45527349695239	-0.718001975774087	0.0192695454042164	0.0562959257042279	1.76905545782609	0.412909132283392	0.376165851512481	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000079950	STX7	-2.11340335335334	-0.87179523937632	0.369812874600702	0.168763166092572	1.97048963721947	0.373347813254644	0.633485167977916	0	0	1	0.999625919394061	1	0.000162491537307888	3
ENSG00000080824	HSP90AA1	-3.92215263199393	-1.09574107882183	1.73067047435026	0.447351816975359	4.21871485276803	0.12131589578686	1.44207320923572	3.28423435144378	52.592197628912	2.10935742638401	0.999625919394061	1	0.000162491537307888	3
ENSG00000081189	MEF2C	-0.85898754923373	0.56857212352304	1.99613179627981	0.435026333051027	0.343897471365343	0.842022337762409	0.728360155603459	0	0	1	0.999625919394061	1	0.000162491537307888	3
