ENSEMBL	SYMBOL	lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	logFDR	n.studies
ENSG00000128739	SNRPN	-3.57848997743146	-3.14989017610787	-2.72129037478427	4.86363862550263e-47	0.651569821925928	0.419551985825876	0.218677386270531	0	0	1	6.13402103448392e-43	6.14608010875116e-42	42.2122547390897	2
ENSG00000164100	NDST3	-3.16745483234933	-2.77479425810248	-2.38213368385563	1.26546961772944e-43	0.0860804299397968	0.769220502200408	0.200340708984505	0	0	1	7.98005140940187e-40	7.99573965566992e-39	39.0979943108112	2
ENSG00000141668	CBLN2	-3.51862869535015	-3.07497104119477	-2.63131338703939	4.95432137274947e-42	0.269431964217629	0.603713070189199	0.226360105417699	0	0	1	2.08279670510388e-38	2.08689134384235e-37	37.6813531180313	2
ENSG00000104722	NEFM	-1.20453656164359	-1.03569212311743	-0.866847684591263	2.70909083826997e-33	0.447349380202797	0.503596386504318	0.0861467046629363	0	0	1	8.54176341306521e-30	8.55855594748795e-29	29.0684524616874	2
ENSG00000184349	EFNA5	-1.42178904867179	-1.21861375844891	-1.01543846822603	6.61218314386685e-32	1.34861909205743	0.509508091072326	0.103662767186286	0	0	1	1.66785707620897e-28	1.67113597144524e-27	27.7778411681307	3
ENSG00000162374	ELAVL4	-1.63798915330304	-1.38344439560335	-1.12889963790365	1.7000832325792e-26	0.135123116698464	0.713178253607931	0.12987216076801	0	0	1	3.57357495488147e-23	3.58060036375083e-22	22.4468971042442	2
ENSG00000104435	STMN2	-1.29380212548622	-1.0874001209773	-0.880998116468391	5.38698877787973e-25	0.33973061397666	0.559984757909593	0.10530908023667	0	0	1	9.70581463808846e-22	9.72489561920783e-21	21.0129680071093	2
ENSG00000177511	ST8SIA3	-0.61803938592867	-0.508567108950993	-0.399094831973317	8.60624268183183e-20	0.0920813710695462	0.76154761351127	0.0558542288741934	0	0	1	1.35677415879079e-16	1.3594414858594e-15	15.8674924366096	2
ENSG00000168830	HTR1E	-1.25041765383599	-1.02276299010821	-0.795108326380418	1.30446759552711e-18	0.0682019266585937	0.793972989846933	0.116152472965574	0	0	1	1.82799392386533e-15	1.83158763741212e-14	14.7380252521668	2
ENSG00000139767	SRRM4	-3.17494354163666	-2.4854147401254	-1.79588593861413	1.60947804045173e-12	0.440294634694435	0.506980282023696	0.351806873468176	0	0	1	1.01493685230886e-09	1.016932150142e-08	8.99356097799407	2
